Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,12.463566737804312,12.557941287085615,12.451389061924544,12.519277572631836,302220800,0.0,0.0
2012-01-04 00:00:00-05:00,12.481834650173996,12.62431105370309,12.4599156412083,12.586560249328613,260022000,0.0,0.0
2012-01-05 00:00:00-05:00,12.63252600226876,12.742121820307556,12.563114071019928,12.72629165649414,271269600,0.0,0.0
2012-01-06 00:00:00-05:00,12.779263998636463,12.869985236183945,12.762520102421787,12.859330177307129,318292800,0.0,0.0
2012-01-09 00:00:00-05:00,12.953709391433032,13.022206799579495,12.82736801133473,12.838936805725098,394024400,0.0,0.0
2012-01-10 00:00:00-05:00,12.966187862913639,12.968928246483525,12.831931830000457,12.884903907775879,258196400,0.0,0.0
2012-01-11 00:00:00-05:00,12.867857523601142,12.873033443326015,12.765263429516313,12.863900184631348,215084800,0.0,0.0
2012-01-12 00:00:00-05:00,12.85568055213408,12.87455514035144,12.748214574703546,12.828585624694824,212587200,0.0,0.0
2012-01-13 00:00:00-05:00,12.777135604106581,12.799967528826025,12.745473644269904,12.78048324584961,226021600,0.0,0.0
2012-01-17 00:00:00-05:00,12.914130663933394,12.968625362514816,12.876380677836199,12.929352760314941,242897200,0.0,0.0
2012-01-18 00:00:00-05:00,12.998152479901073,13.07456535653942,12.978060129517619,13.063606262207031,276791200,0.0,0.0
2012-01-19 00:00:00-05:00,13.095271706691529,13.132412000979038,12.984457268978355,13.022207260131836,261738400,0.0,0.0
2012-01-20 00:00:00-05:00,13.01429183209267,13.014595867597976,12.778658624976352,12.795402526855469,413974400,0.0,0.0
2012-01-23 00:00:00-05:00,12.867551010207613,13.04351517545632,12.85628706645118,13.011853218078613,306062400,0.0,0.0
2012-01-24 00:00:00-05:00,12.941531305767885,12.941531305767885,12.772569682776453,12.798750877380371,547638000,0.0,0.0
2012-01-25 00:00:00-05:00,13.834741937094883,13.835045972558433,13.508692354952906,13.597891807556152,958314000,0.0,0.0
2012-01-26 00:00:00-05:00,13.649644834032072,13.662734616310187,13.490730227222045,13.536090850830078,323985200,0.0,0.0
2012-01-27 00:00:00-05:00,13.527262630454457,13.65329914732195,13.509910660301356,13.616766929626465,299709200,0.0,0.0
2012-01-30 00:00:00-05:00,13.568971470660019,13.818304148496031,13.559230141000606,13.79120922088623,379341200,0.0,0.0
2012-01-31 00:00:00-05:00,13.869749941878343,13.95042501120315,13.793032210698167,13.896844863891602,391683600,0.0,0.0
2012-02-01 00:00:00-05:00,13.955602947572501,13.97325976596235,13.868534997442374,13.888017654418945,270046000,0.0,0.0
2012-02-02 00:00:00-05:00,13.879188656561992,13.91785155927858,13.820737436395294,13.855443000793457,186796400,0.0,0.0
2012-02-03 00:00:00-05:00,13.921808922388294,14.004005788870542,13.868836849699433,13.994263648986816,286599600,0.0,0.0
2012-02-06 00:00:00-05:00,13.954686055013644,14.155612798667349,13.9492069146363,14.12486457824707,249412800,0.0,0.0
2012-02-07 00:00:00-05:00,14.163837464141256,14.300833899881068,14.143439447469346,14.272825241088867,316223600,0.0,0.0
2012-02-08 00:00:00-05:00,14.323668260711603,14.515156991612725,14.299312901100654,14.511809349060059,407890000,0.0,0.0
2012-02-09 00:00:00-05:00,14.63601764203476,15.122809391461256,14.629928802460395,15.013821601867676,884214800,0.0,0.0
2012-02-10 00:00:00-05:00,14.946536891942035,15.149289490557074,14.873166806398546,15.021427154541016,631302000,0.0,0.0
2012-02-13 00:00:00-05:00,15.207441806016975,15.338349417934165,15.13315958914986,15.300904273986816,517216000,0.0,0.0
2012-02-14 00:00:00-05:00,15.36361575696558,15.512788250796666,15.282636635437024,15.509744644165039,460398400,0.0,0.0
2012-02-15 00:00:00-05:00,15.655875492769612,16.02210986312551,15.127071536289987,15.150818824768066,1506120000,0.0,0.0
2012-02-16 00:00:00-05:00,14.96297298420199,15.370611226350022,14.814712665349887,15.289022445678711,944552000,0.0,0.0
2012-02-17 00:00:00-05:00,15.316426792363943,15.45829428953913,15.230880644417422,15.286288261413574,535805200,0.0,0.0
2012-02-21 00:00:00-05:00,15.431194231070716,15.673829078674315,15.347169914227122,15.673829078674316,605595200,0.0,0.0
2012-02-22 00:00:00-05:00,15.619947358972944,15.693315824750238,15.49786818906305,15.618729591369629,483302400,0.0,0.0
2012-02-23 00:00:00-05:00,15.68083294876406,15.764553245881126,15.510958445361997,15.72071361541748,568027600,0.0,0.0
2012-02-24 00:00:00-05:00,15.820573226002034,15.918905134144639,15.789216923415424,15.903987884521484,415072000,0.0,0.0
2012-02-27 00:00:00-05:00,15.870497292072125,16.089386552426394,15.717367483729213,16.005971908569336,547582000,0.0,0.0
2012-02-28 00:00:00-05:00,16.07294546610374,16.29974937438965,16.008709451161103,16.29974937438965,600387200,0.0,0.0
2012-02-29 00:00:00-05:00,16.486977981667536,16.67116166901359,16.308579096761168,16.51376724243164,952011200,0.0,0.0
2012-03-01 00:00:00-05:00,16.68821214461187,16.689431538288684,16.402043210678737,16.575571060180664,683270000,0.0,0.0
2012-03-02 00:00:00-05:00,16.568564598909504,16.646498461637755,16.516200600142685,16.59718132019043,431712400,0.0,0.0
2012-03-05 00:00:00-05:00,16.604491426268815,16.66720402248614,16.013277416424952,16.23125457763672,809124400,0.0,0.0
2012-03-06 00:00:00-05:00,15.94203666905943,16.24738411713129,15.715536813684823,16.142963409423828,810238800,0.0,0.0
2012-03-07 00:00:00-05:00,16.342066883467407,16.37190137607901,15.931079269770077,16.156057357788086,798520800,0.0,0.0
2012-03-08 00:00:00-05:00,16.277828275096514,16.530509315830766,16.199588753288868,16.50006675720215,516457200,0.0,0.0
2012-03-09 00:00:00-05:00,16.567657344460482,16.675123328368404,16.53416954043386,16.59688377380371,418919200,0.0,0.0
2012-03-12 00:00:00-04:00,16.712865133465787,16.804805755615234,16.652586462469117,16.804805755615234,407282400,0.0,0.0
2012-03-13 00:00:00-04:00,16.97346418636138,17.297382205482677,16.91896868538056,17.294946670532227,690855200,0.0,0.0
2012-03-14 00:00:00-04:00,17.597868054305476,18.105360274760425,17.517191329679846,17.948881149291992,1418844000,0.0,0.0
2012-03-15 00:00:00-04:00,18.254226935767047,18.266404614716915,17.613087584710758,17.826496124267578,1159718000,0.0,0.0
2012-03-16 00:00:00-04:00,17.80091842334989,17.937305140818143,17.596338347147515,17.82679557800293,825487600,0.0,0.0
2012-03-19 00:00:00-04:00,18.216476628394528,18.319983641339604,17.93274322987288,18.29958724975586,901236000,0.0,0.0
2012-03-20 00:00:00-04:00,18.251180802844452,18.47615729333587,18.00672002873003,18.447542190551758,816662000,0.0,0.0
2012-03-21 00:00:00-04:00,18.349517377874037,18.55988233511779,18.309028622974076,18.34221076965332,644042000,0.0,0.0
2012-03-22 00:00:00-04:00,18.198514972194577,18.403096723443262,18.130017561560333,18.246007919311523,623870800,0.0,0.0
2012-03-23 00:00:00-04:00,18.28101629382913,18.320896969646167,18.095614805572616,18.14584732055664,430488800,0.0,0.0
2012-03-26 00:00:00-04:00,18.259702652005572,18.483768650921366,18.1217957478156,18.478591918945312,595742000,0.0,0.0
2012-03-27 00:00:00-04:00,18.45423950549633,18.761718546814603,18.450586202236764,18.706920623779297,607129600,0.0,0.0
2012-03-28 00:00:00-04:00,18.825650993914465,18.919113459898725,18.579972419547516,18.802515029907227,655460400,0.0,0.0
2012-03-29 00:00:00-04:00,18.655171997533067,18.770248646523612,18.4862111413505,18.56627655029297,608238400,0.0,0.0
2012-03-30 00:00:00-04:00,18.53308566592295,18.587579549202335,18.203382795481776,18.252397537231445,731038000,0.0,0.0
2012-04-02 00:00:00-04:00,18.321808550649433,18.837520956364497,18.27766487981212,18.83325958251953,598351600,0.0,0.0
2012-04-03 00:00:00-04:00,19.097208287276146,19.246688088286582,18.951385041943634,19.15870475769043,834559600,0.0,0.0
2012-04-04 00:00:00-04:00,19.007393762412782,19.05336326764442,18.7836334480954,19.006175994873047,572980800,0.0,0.0
2012-04-05 00:00:00-04:00,19.087470765894565,19.321277378529924,18.978482952735085,19.29144287109375,641298000,0.0,0.0
2012-04-09 00:00:00-04:00,19.061585316031405,19.47896582905865,19.03631785670719,19.369064331054688,597536800,0.0,0.0
2012-04-10 00:00:00-04:00,19.481701663752524,19.605606653029973,19.057624322910836,19.131906509399414,889725200,0.0,0.0
2012-04-11 00:00:00-04:00,19.368152298415918,19.388548687221565,18.97664731411855,19.063716888427734,696614800,0.0,0.0
2012-04-12 00:00:00-04:00,19.02718077442392,19.21988881619954,18.890184374379576,18.959291458129883,614336800,0.0,0.0
2012-04-13 00:00:00-04:00,19.00008525663549,19.018047732514315,18.372949669123237,18.425312042236328,859644800,0.0,0.0
2012-04-16 00:00:00-04:00,18.57235937999681,18.579056289585566,17.6039527607858,17.66118621826172,1050786800,0.0,0.0
2012-04-17 00:00:00-04:00,17.62495702650215,18.570529996596363,17.410938841088893,18.561397552490234,1025528000,0.0,0.0
2012-04-18 00:00:00-04:00,18.68378041085957,18.88257731044997,18.348596793794684,18.519994735717773,954531200,0.0,0.0
2012-04-19 00:00:00-04:00,18.272797842430155,18.410098329988195,17.7948345025007,17.883729934692383,834719200,0.0,0.0
2012-04-20 00:00:00-04:00,18.0036739925214,18.10231154810002,17.365578365085614,17.443513870239258,1030985200,0.0,0.0
2012-04-23 00:00:00-04:00,17.371366501910185,17.55585427498875,16.945461525551988,17.40454864501953,966529200,0.0,0.0
2012-04-24 00:00:00-04:00,17.127815798181242,17.282469052437495,16.896140765202297,17.056882858276367,1076149200,0.0,0.0
2012-04-25 00:00:00-04:00,18.742233842727924,18.81408051269769,18.44875832421937,18.570531845092773,905777600,0.0,0.0
2012-04-26 00:00:00-04:00,18.70053000238664,18.713317379376438,18.33094635485803,18.500516891479492,536068400,0.0,0.0
2012-04-27 00:00:00-04:00,18.420451311895693,18.45424315433449,18.28132335090779,18.357431411743164,406722400,0.0,0.0
2012-04-30 00:00:00-04:00,18.199120650006805,18.21738716409477,17.748556390984714,17.778390884399414,506144800,0.0,0.0
